question_type,level_1,document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question,answer
frequency,1536,0000077,GHR,https://ghr.nlm.nih.gov/condition/ataxia-neuropathy-spectrum,,C3683791|C0442874,T047,Disorders,ANS|MIRAS|mitochondrial recessive ataxia syndrome|SANDO|sensory ataxia neuropathy dysarthria and ophthalmoplegia,0000077-2,ataxia neuropathy spectrum,How many people are affected by ataxia neuropathy spectrum?,The prevalence of ataxia neuropathy spectrum is unknown.
frequency,3316,0000904,GHR,https://ghr.nlm.nih.gov/condition/short-chain-acyl-coa-dehydrogenase-deficiency,,C0342783,T047,Disorders,ACADS deficiency|deficiency of butyryl-CoA dehydrogenase|lipid-storage myopathy secondary to short-chain acyl-coa dehydrogenase deficiency|SCAD deficiency|SCADH deficiency|short-chain acyl-coenzyme A dehydrogenase deficiency,0000904-2,short-chain acyl-CoA dehydrogenase deficiency,How many people are affected by short-chain acyl-CoA dehydrogenase deficiency?,"This disorder is thought to affect approximately 1 in 35,000 to 50,000 newborns."
frequency,3041,0000493,GHR,https://ghr.nlm.nih.gov/condition/hyperferritinemia-cataract-syndrome,,C0086543|C1833213,T190|T047,Disorders,Bonneau-Beaumont syndrome|hereditary hyperferritinemia-cataract syndrome|hereditary hyperferritinemia with congenital cataracts|HHCS,0000493-2,hyperferritinemia-cataract syndrome,How many people are affected by hyperferritinemia-cataract syndrome?,"Hyperferritinemia-cataract syndrome has been estimated to occur in 1 in 200,000 individuals."
frequency,4091,0000168,GHR,https://ghr.nlm.nih.gov/condition/cerebral-cavernous-malformation,,C2919945,T190,Disorders,CCM|central nervous system cavernous hemangioma|cerebral cavernous hemangioma|familial cavernous hemangioma|familial cavernous malformation|familial cerebral cavernous angioma|familial cerebral cavernous malformation|intracerebral cavernous hemangioma,0000168-2,cerebral cavernous malformation,How many people are affected by cerebral cavernous malformation?,Cerebral cavernous malformations affect about 0.5 percent of the population worldwide.
frequency,96,0000175,GHR,https://ghr.nlm.nih.gov/condition/chediak-higashi-syndrome,,C0039082|C0007965,T047,Disorders,Chediak-Steinbrinck-Higashi syndrome|CHS|oculocutaneous albinism with leukocyte defect,0000175-2,Chediak-Higashi syndrome,How many people are affected by Chediak-Higashi syndrome?,Chediak-Higashi syndrome is a rare disorder. About 200 cases of the condition have been reported worldwide.
frequency,671,0000239,GHR,https://ghr.nlm.nih.gov/condition/congenital-sucrase-isomaltase-deficiency,,C1283620,T047,Disorders,congenital sucrose intolerance|congenital sucrose-isomaltose malabsorption|CSID|disaccharide intolerance I|SI deficiency|sucrase-isomaltase deficiency,0000239-2,congenital sucrase-isomaltase deficiency,How many people are affected by congenital sucrase-isomaltase deficiency?,"The prevalence of congenital sucrase-isomaltase deficiency is estimated to be 1 in 5,000 people of European descent. This condition is much more prevalent in the native populations of Greenland, Alaska, and Canada, where as many as 1 in 20 people may be affected."
frequency,1721,0001021,GHR,https://ghr.nlm.nih.gov/condition/von-willebrand-disease,,C0042974,T047,Disorders,angiohemophilia|vascular pseudohemophilia|von Willebrand disorder|von Willebrand's factor deficiency,0001021-2,von Willebrand disease,How many people are affected by von Willebrand disease?,"Von Willebrand disease is estimated to affect 1 in 100 to 10,000 individuals. Because people with mild signs and symptoms may not come to medical attention, it is thought that this condition is underdiagnosed. Most researchers agree that von Willebrand disease is the most common genetic bleeding disorder."
frequency,1366,0000857,GHR,https://ghr.nlm.nih.gov/condition/rabson-mendenhall-syndrome,,C0271695,T047,Disorders,"Mendenhall syndrome|pineal hyperplasia and diabetes mellitus syndrome|pineal hyperplasia, insulin-resistant diabetes mellitus, and somatic abnormalities|RMS",0000857-2,Rabson-Mendenhall syndrome,How many people are affected by Rabson-Mendenhall syndrome?,Rabson-Mendenhall syndrome is estimated to affect less than 1 per million people worldwide. Several dozen cases have been reported in the medical literature.
frequency,4476,0000157,GHR,https://ghr.nlm.nih.gov/condition/cartilage-hair-hypoplasia,,C0220748,T019|T047,Disorders,"cartilage-hair syndrome|CHH|McKusick's metaphyseal chondrodysplasia syndrome|metaphyseal chondrodysplasia, McKusick type|metaphyseal chondrodysplasia, recessive type",0000157-2,cartilage-hair hypoplasia,How many people are affected by cartilage-hair hypoplasia?,"Cartilage-hair hypoplasia occurs most often in the Old Order Amish population, where it affects about 1 in 1,300 newborns. In people of Finnish descent, its incidence is approximately 1 in 20,000. Outside of these populations, the condition is rare, and its specific incidence is not known. It has been reported in individuals of European and Japanese descent."
frequency,5346,0000018,GHR,https://ghr.nlm.nih.gov/condition/adenosine-deaminase-deficiency,,C1863239|C0268124,T047,Disorders,"ADA deficiency|ADA-SCID|adenosine deaminase deficient severe combined immunodeficiency|SCID due to ADA deficiency|severe combined immunodeficiency due to ADA deficiency|severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",0000018-2,adenosine deaminase deficiency,How many people are affected by adenosine deaminase deficiency?,"Adenosine deaminase deficiency is very rare and is estimated to occur in approximately 1 in 200,000 to 1,000,000 newborns worldwide. This disorder is responsible for approximately 15 percent of SCID cases."
frequency,1006,0000762,GHR,https://ghr.nlm.nih.gov/condition/otopalatodigital-syndrome-type-2,,C0039082|C1844696,T019|T047,Disorders,"cranioorodigital syndrome|faciopalatoosseous syndrome|FPO|OPD syndrome, type 2|oto-palato-digital syndrome, type II|Taybi syndrome",0000762-2,otopalatodigital syndrome type 2,How many people are affected by otopalatodigital syndrome type 2?,"Otopalatodigital syndrome type 2 is a rare disorder, affecting fewer than 1 in every 100,000 individuals. Its specific incidence is unknown."
frequency,606,0000942,GHR,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-6,,C0752124,T047,Disorders,SCA6|type 6 spinocerebellar ataxia,0000942-2,spinocerebellar ataxia type 6,How many people are affected by spinocerebellar ataxia type 6?,"The worldwide prevalence of SCA6 is estimated to be less than 1 in 100,000 individuals."
frequency,3391,0000119,GHR,https://ghr.nlm.nih.gov/condition/beta-thalassemia,,C0005283,T047,Disorders,"erythroblastic anemia|Mediterranean anemia|microcytemia, beta type|thalassemia, beta type",0000119-2,beta thalassemia,How many people are affected by beta thalassemia?,"Beta thalassemia is a fairly common blood disorder worldwide. Thousands of infants with beta thalassemia are born each year. Beta thalassemia occurs most frequently in people from Mediterranean countries, North Africa, the Middle East, India, Central Asia, and Southeast Asia."
frequency,3266,0000290,GHR,https://ghr.nlm.nih.gov/condition/distal-arthrogryposis-type-1,,C0220662|C0003886,T019|T047,Disorders,"AMCD1|arthrogryposis, distal, type 1|DA1",0000290-2,distal arthrogryposis type 1,How many people are affected by distal arthrogryposis type 1?,"Distal arthrogryposis type 1 affects an estimated 1 in 10,000 people worldwide."
frequency,956,0000589,GHR,https://ghr.nlm.nih.gov/condition/legg-calve-perthes-disease,,C0023234|C1442965,T047,Disorders,Calve-Perthes disease|LCPD|Perthes disease,0000589-2,Legg-Calv-Perthes disease,How many people are affected by Legg-Calv-Perthes disease?,"The incidence of Legg-Calv-Perthes disease varies by population. The condition is most common in white populations, in which it affects an estimated 1 to 3 in 20,000 children under age 15."
frequency,1611,0000511,GHR,https://ghr.nlm.nih.gov/condition/idiopathic-inflammatory-myopathy,,C0751356,T047,Disorders,"idiopathic inflammatory myopathies|idiopathic inflammatory myositis|inflammatory myopathy, idiopathic",0000511-2,idiopathic inflammatory myopathy,How many people are affected by idiopathic inflammatory myopathy?,"The incidence of idiopathic inflammatory myopathy is approximately 2 to 8 cases per million people each year. For unknown reasons, polymyositis and dermatomyositis are about twice as common in women as in men, while sporadic inclusion body myositis is more common in men."
frequency,4181,0000357,GHR,https://ghr.nlm.nih.gov/condition/familial-isolated-hyperparathyroidism,,C1840402|C1864729,T047,Disorders,FIHP|hyperparathyroidism 1,0000357-2,familial isolated hyperparathyroidism,How many people are affected by familial isolated hyperparathyroidism?,The prevalence of familial isolated hyperparathyroidism is unknown.
frequency,4666,0000977,GHR,https://ghr.nlm.nih.gov/condition/thiamine-responsive-megaloblastic-anemia-syndrome,,C0342287|C0002888,T019|T047,Disorders,Rogers syndrome|Thiamine-responsive myelodysplasia|TRMA,0000977-2,thiamine-responsive megaloblastic anemia syndrome,How many people are affected by thiamine-responsive megaloblastic anemia syndrome?,Thiamine-responsive megaloblastic anemia syndrome has been reported in approximately 30 families worldwide. Its prevalence is unknown.
frequency,4631,0000036,GHR,https://ghr.nlm.nih.gov/condition/allan-herndon-dudley-syndrome,,C0795889|C0039082,T047,Disorders,"Allan-Herndon syndrome|MCT8 (SLC16A2)-specific thyroid hormone cell transporter deficiency|mental retardation, X-linked, with hypotonia|monocarboxylate transporter 8 (MCT8) deficiency",0000036-2,Allan-Herndon-Dudley syndrome,How many people are affected by Allan-Herndon-Dudley syndrome?,Allan-Herndon-Dudley syndrome appears to be a rare disorder. About 25 families with individuals affected by this condition have been reported worldwide.
frequency,5291,0000391,GHR,https://ghr.nlm.nih.gov/condition/frontotemporal-dementia-with-parkinsonism-17,,C3811924|C0349081|C0338451,T047,Disorders,DDPAC|disinhibition-dementia-parkinsonism-amytrophy complex|familial Pick's disease|FTDP-17|Wilhelmsen-Lynch disease,0000391-2,frontotemporal dementia with parkinsonism-17,How many people are affected by frontotemporal dementia with parkinsonism-17?,"The worldwide prevalence of FTDP-17 is unknown. In the Netherlands, where the disease prevalence has been studied, it is estimated to affect 1 in 1 million people. However, the disorder is likely underdiagnosed, so it may actually be more common than this. FTDP-17 probably accounts for a small percentage of all cases of frontotemporal dementia."
frequency,3636,0000293,GHR,https://ghr.nlm.nih.gov/condition/distal-myopathy-2,,C1853723|C0026848,T047,Disorders,distal myopathy with vocal cord and pharyngeal signs|distal myopathy with vocal cord weakness|matrin 3 distal myopathy|MPD2|myopathia distalis type 2|VCPDM|vocal cord and pharyngeal weakness with distal myopathy,0000293-2,distal myopathy 2,How many people are affected by distal myopathy 2?,The prevalence of distal myopathy 2 is unknown. At least two families with the condition have been described in the scientific literature.
frequency,2766,0000485,GHR,https://ghr.nlm.nih.gov/condition/holt-oram-syndrome,,C0265264,T019|T047,Disorders,"atrio-digital syndrome|atriodigital dysplasia|cardiac-limb syndrome|heart-hand syndrome, type 1|HOS|ventriculo-radial syndrome",0000485-2,Holt-Oram syndrome,How many people are affected by Holt-Oram syndrome?,"Holt-Oram syndrome is estimated to affect 1 in 100,000 individuals."
frequency,15281,0000049,NIHSeniorHealth,http://nihseniorhealth.gov/osteoarthritis/toc.html,,C0029408,T047,Disorders,,0000049-8,Osteoarthritis,How many people are affected by Osteoarthritis?,The chance of developing osteoarthritis increases with age. It is estimated that 33.6% (12.4 million) of individuals age 65 and older are affected by the disease.
frequency,246,0000148,GHR,https://ghr.nlm.nih.gov/condition/cap-myopathy,,C3710589,T019|T047,Disorders,cap disease|congenital myopathy with caps,0000148-2,cap myopathy,How many people are affected by cap myopathy?,Cap myopathy is a rare disorder that has been identified in only a small number of individuals. Its exact prevalence is unknown.
frequency,5031,0000543,GHR,https://ghr.nlm.nih.gov/condition/joubert-syndrome,,C0431399,T047,Disorders,agenesis of cerebellar vermis|cerebello-oculo-renal syndrome|cerebellooculorenal syndrome 1|CORS|familial aplasia of the vermis|JBTS|Joubert-Bolthauser syndrome,0000543-2,Joubert syndrome,How many people are affected by Joubert syndrome?,"Joubert syndrome is estimated to affect between 1 in 80,000 and 1 in 100,000 newborns. However, this estimate may be too low because Joubert syndrome has such a large range of possible features and is likely underdiagnosed."
frequency,821,0000416,GHR,https://ghr.nlm.nih.gov/condition/glutamate-formiminotransferase-deficiency,,C0268609,T047,Disorders,Arakawa syndrome 1|FIGLU-uria|formiminoglutamic aciduria|formiminotransferase deficiency,0000416-2,glutamate formiminotransferase deficiency,How many people are affected by glutamate formiminotransferase deficiency?,"Glutamate formiminotransferase deficiency is a rare disorder; approximately 20 affected individuals have been identified. Of these, about one-quarter have the severe form of the disorder. Everyone reported with the severe form has been of Japanese origin. The remaining individuals, who come from a variety of ethnic backgrounds, are affected by the mild form of the condition."
frequency,4096,0000154,GHR,https://ghr.nlm.nih.gov/condition/carnitine-palmitoyltransferase-ii-deficiency,,C0342790,T047,Disorders,carnitine palmitoyltransferase 2 deficiency|CPT II deficiency|CPT2 deficiency,0000154-2,carnitine palmitoyltransferase II deficiency,How many people are affected by carnitine palmitoyltransferase II deficiency?,"CPT II deficiency is a rare disorder. The lethal neonatal form has been described in at least 18 families, while the severe infantile hepatocardiomuscular form has been identified in approximately 30 families. The myopathic form occurs most frequently, with more than 300 reported cases."
frequency,901,0000006,GHR,https://ghr.nlm.nih.gov/condition/achondrogenesis,,C0001079,T019,Disorders,achondrogenesis syndrome,0000006-2,achondrogenesis,How many people are affected by achondrogenesis?,"Achondrogenesis types 1A and 1B are rare genetic disorders; their incidence is unknown. Combined, achondrogenesis type 2 and hypochondrogenesis (a similar skeletal disorder) occur in 1 in 40,000 to 60,000 newborns."
frequency,91,0000149,GHR,https://ghr.nlm.nih.gov/condition/capillary-malformation-arteriovenous-malformation-syndrome,,C1842180|C0334533|C0003857|C0000768,T019|T191|T047,Disorders,capillary malformation-arteriovenous malformation|CM-AVM,0000149-2,capillary malformation-arteriovenous malformation syndrome,How many people are affected by capillary malformation-arteriovenous malformation syndrome?,"CM-AVM is thought to occur in at least 1 in 100,000 people of northern European origin. The prevalence of the condition in other populations is unknown."
frequency,2736,0000320,GHR,https://ghr.nlm.nih.gov/condition/epidermolysis-bullosa-simplex,,C0079298,T047,Disorders,EBS,0000320-2,epidermolysis bullosa simplex,How many people are affected by epidermolysis bullosa simplex?,"The exact prevalence of epidermolysis bullosa simplex is unknown, but this condition is estimated to affect 1 in 30,000 to 50,000 people. The localized type is the most common form of the condition."
frequency,261,0000835,GHR,https://ghr.nlm.nih.gov/condition/propionic-acidemia,,C0268579,T047,Disorders,hyperglycinemia with ketoacidosis and leukopenia|ketotic glycinemia|ketotic hyperglycinemia|PCC deficiency|PROP|propionicacidemia|propionyl-CoA carboxylase deficiency,0000835-2,propionic acidemia,How many people are affected by propionic acidemia?,"Propionic acidemia affects about 1 in 100,000 people in the United States. The condition appears to be more common in several populations worldwide, including the Inuit population of Greenland, some Amish communities, and Saudi Arabians."
frequency,5381,0000795,GHR,https://ghr.nlm.nih.gov/condition/phosphoglycerate-mutase-deficiency,,C0268149,T047,Disorders,deficiency mutase phosphoglycerate|glycogen storage disease X|GSD X|GSD10|GSDX|myopathy due to phosphoglycerate mutase deficiency|PGAM deficiency|PGAMM deficiency,0000795-2,phosphoglycerate mutase deficiency,How many people are affected by phosphoglycerate mutase deficiency?,Phosphoglycerate mutase deficiency is a rare condition; about 15 affected people have been reported in the medical literature. Most affected individuals have been African American.
frequency,4826,0000634,GHR,https://ghr.nlm.nih.gov/condition/meckel-syndrome,,C3714506|C0265215,T047,Disorders,dysencephalia splanchnocystica|Meckel-Gruber syndrome|MKS,0000634-2,Meckel syndrome,How many people are affected by Meckel syndrome?,"Meckel syndrome affects 1 in 13,250 to 1 in 140,000 people worldwide. It is more common in certain populations; for example, the condition affects about 1 in 9,000 people of Finnish ancestry and about 1 in 3,000 people of Belgian ancestry."
frequency,2756,0000308,GHR,https://ghr.nlm.nih.gov/condition/dyskeratosis-congenita,,C0265965,T019|T047,Disorders,Zinsser-Cole-Engman syndrome,0000308-2,dyskeratosis congenita,How many people are affected by dyskeratosis congenita?,The exact prevalence of dyskeratosis congenita is unknown. It is estimated to occur in approximately 1 in 1 million people.
frequency,33536,0000215,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/urologic-disease/urinary-tract-infection-in-children/Pages/facts.aspx,,C3825554|C3714514,T046|T047,Disorders,,0000215-4,Urinary Tract Infections in Children,How many people are affected by Urinary Tract Infections in Children?,Urinary tract infections affect about 3 percent of children in the United States every year. UTIs account for more than 1 million visits to pediatricians offices every year.1
frequency,2556,0000282,GHR,https://ghr.nlm.nih.gov/condition/desmosterolosis,,C1865596,T047,Disorders,deficiency of 3beta-hydroxysterol delta24-reductase,0000282-2,desmosterolosis,How many people are affected by desmosterolosis?,The prevalence of desmosterolosis is unknown; at least 10 affected individuals have been described in the scientific literature.
frequency,1511,0000659,GHR,https://ghr.nlm.nih.gov/condition/miller-dieker-syndrome,,C0039082|C0265219,T047,Disorders,classical lissencephaly syndrome|MDS|Miller-Dieker lissencephaly syndrome,0000659-2,Miller-Dieker syndrome,How many people are affected by Miller-Dieker syndrome?,"Miller-Dieker syndrome appears to be a rare disorder, although its prevalence is unknown."
frequency,4496,0001063,GHR,https://ghr.nlm.nih.gov/condition/x-linked-sideroblastic-anemia-and-ataxia,,C0002896,T047,Disorders,XLSA/A,0001063-2,X-linked sideroblastic anemia and ataxia,How many people are affected by X-linked sideroblastic anemia and ataxia?,X-linked sideroblastic anemia and ataxia is a rare disorder; only a few affected families have been reported.
frequency,3601,0000246,GHR,https://ghr.nlm.nih.gov/condition/cowden-syndrome,,C0018553,T191,Disorders,CD|Cowden disease|Cowden's disease|Cowden's syndrome|CS|MHAM|multiple hamartoma syndrome,0000246-2,Cowden syndrome,How many people are affected by Cowden syndrome?,"Although the exact prevalence of Cowden syndrome is unknown, researchers estimate that it affects about 1 in 200,000 people."
frequency,1196,0000165,GHR,https://ghr.nlm.nih.gov/condition/centronuclear-myopathy,,C0752282|C0175709,T047,Disorders,"CNM|myopathy, centronuclear",0000165-2,centronuclear myopathy,How many people are affected by centronuclear myopathy?,Centronuclear myopathy is a rare condition; its exact prevalence is unknown.
frequency,146,0000411,GHR,https://ghr.nlm.nih.gov/condition/globozoospermia,,C0403825,T033,Disorders,acrosome malformation of spermatozoa|round-headed spermatozoa|spermatogenic failure 9,0000411-2,globozoospermia,How many people are affected by globozoospermia?,"Globozoospermia is a rare condition that is estimated to affect 1 in 65,000 men. It is most common in North Africa, where it accounts for approximately 1 in 100 cases of male infertility."
frequency,4366,0000553,GHR,https://ghr.nlm.nih.gov/condition/kabuki-syndrome,,C0039082|C0796004,T019|T047,Disorders,Kabuki make-up syndrome|Kabuki makeup syndrome|KMS|Niikawa-Kuroki syndrome,0000553-2,Kabuki syndrome,How many people are affected by Kabuki syndrome?,"Kabuki syndrome occurs in approximately 1 in 32,000 newborns."
frequency,2331,0000113,GHR,https://ghr.nlm.nih.gov/condition/beckwith-wiedemann-syndrome,,C0004903,T019|T047,Disorders,BWS|Wiedemann-Beckwith syndrome (WBS),0000113-2,Beckwith-Wiedemann syndrome,How many people are affected by Beckwith-Wiedemann syndrome?,"Beckwith-Wiedemann syndrome affects an estimated 1 in 13,700 newborns worldwide. The condition may actually be more common than this estimate because some people with mild symptoms are never diagnosed."
frequency,5261,0000420,GHR,https://ghr.nlm.nih.gov/condition/glycine-encephalopathy,,C0751748,T047,Disorders,"Hyperglycinemia, Nonketotic|NKH|non-ketotic hyperglycinemia|Nonketotic Hyperglycinemia",0000420-2,glycine encephalopathy,How many people are affected by glycine encephalopathy?,"The worldwide incidence of glycine encephalopathy is unknown. Its frequency has been studied in only a few regions: this condition affects about 1 in 55,000 newborns in Finland and about 1 in 63,000 newborns in British Columbia, Canada."
frequency,1951,0000528,GHR,https://ghr.nlm.nih.gov/condition/irak-4-deficiency,,C1843256,T047,Disorders,interleukin-1 receptor-associated kinase 4 deficiency|IRAK4 deficiency,0000528-2,IRAK-4 deficiency,How many people are affected by IRAK-4 deficiency?,"IRAK-4 deficiency is a very rare condition, although the exact prevalence is unknown. At least 49 individuals with this condition have been described in the scientific literature."
frequency,1216,0000824,GHR,https://ghr.nlm.nih.gov/condition/primary-sclerosing-cholangitis,,C0566602,T047,Disorders,PSC|sclerosing cholangitis,0000824-2,primary sclerosing cholangitis,How many people are affected by primary sclerosing cholangitis?,"An estimated 1 in 10,000 people have primary sclerosing cholangitis, and the condition is diagnosed in approximately 1 in 100,000 people per year worldwide."
frequency,201,0000438,GHR,https://ghr.nlm.nih.gov/condition/greenberg-dysplasia,,C2931048,T047,Disorders,"chondrodystrophy, hydropic and prenatally lethal type|Greenberg skeletal dysplasia|HEM dysplasia|HEM skeletal dysplasia|hydrops - ectopic calcification - moth-eaten skeletal dysplasia|moth-eaten skeletal dysplasia",0000438-2,Greenberg dysplasia,How many people are affected by Greenberg dysplasia?,Greenberg dysplasia is a very rare condition. Approximately ten cases have been reported in the scientific literature.
frequency,5351,0000030,GHR,https://ghr.nlm.nih.gov/condition/alagille-syndrome,,C0085280,T019,Disorders,Alagille-Watson Syndrome|Alagille's syndrome|arteriohepatic dysplasia (AHD)|cardiovertebral syndrome|cholestasis with peripheral pulmonary stenosis|hepatic ductular hypoplasia|hepatofacioneurocardiovertebral syndrome|paucity of interlobular bile ducts|Watson-Miller syndrome,0000030-2,Alagille syndrome,How many people are affected by Alagille syndrome?,"The estimated prevalence of Alagille syndrome is 1 in 70,000 newborns. This figure is based on diagnoses of liver disease in infants, and may be an underestimation because some people with Alagille syndrome do not develop liver disease during infancy."
frequency,2001,0000845,GHR,https://ghr.nlm.nih.gov/condition/pseudohypoaldosteronism-type-2,,C1449844,T047,Disorders,familial hyperkalemic hypertension|familial hyperpotassemia and hypertension|familial hypertensive hyperkalemia|FHHt|Gordon hyperkalemia-hypertension syndrome|Gordon's syndrome|PHAII|pseudohypoaldosteronism type II,0000845-2,pseudohypoaldosteronism type 2,How many people are affected by pseudohypoaldosteronism type 2?,"PHA2 is a rare condition; however, the prevalence is unknown."
frequency,2501,0000072,GHR,https://ghr.nlm.nih.gov/condition/arterial-tortuosity-syndrome,,C1859726,T047,Disorders,arterial tortuosity|ATS,0000072-2,arterial tortuosity syndrome,How many people are affected by arterial tortuosity syndrome?,Arterial tortuosity syndrome is a rare disorder; its prevalence is unknown. About 100 cases have been reported in the medical literature.
frequency,5361,0000742,GHR,https://ghr.nlm.nih.gov/condition/ochoa-syndrome,,C0403555,T019,Disorders,hydronephrosis-inverted smile|hydronephrosis with peculiar facial expression|inverted smile and occult neuropathic bladder|inverted smile-neurogenic bladder|partial facial palsy with urinary abnormalities|UFS|urofacial Ochoa's syndrome|urofacial syndrome,0000742-2,Ochoa syndrome,How many people are affected by Ochoa syndrome?,Ochoa syndrome is a rare disorder. About 150 cases have been reported in the medical literature.
frequency,4691,0001102,GHR,https://ghr.nlm.nih.gov/condition/8p11-myeloproliferative-syndrome,,C2827362|C1443043,T191|T047,Disorders,8p11 stem cell leukemia/lymphoma syndrome|8p11 stem cell syndrome|myeloid and lymphoid neoplasms with FGFR1 abnormalities|stem cell leukemia/lymphoma,0001102-2,8p11 myeloproliferative syndrome,How many people are affected by 8p11 myeloproliferative syndrome?,The prevalence of 8p11 myeloproliferative syndrome is unknown. It is thought to be a rare condition.
frequency,3886,0000682,GHR,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-vi,,C0026709,T047,Disorders,Arylsulfatase B deficiency|Maroteaux-Lamy Syndrome|MPS VI|MPS6|Mucopolysaccharidosis 6|Mucopolysaccharidosis VI|Polydystrophic Dwarfism,0000682-2,mucopolysaccharidosis type VI,How many people are affected by mucopolysaccharidosis type VI?,"The exact incidence of MPS VI is unknown, although it is estimated to occur in 1 in 250,000 to 600,000 newborns."
frequency,4001,0000222,GHR,https://ghr.nlm.nih.gov/condition/congenital-diaphragmatic-hernia,,C0235833,T019,Disorders,congenital diaphragmatic defect,0000222-2,congenital diaphragmatic hernia,How many people are affected by congenital diaphragmatic hernia?,"Congenital diaphragmatic hernia affects approximately 1 in 2,500 newborns."
frequency,1026,0000986,GHR,https://ghr.nlm.nih.gov/condition/townes-brocks-syndrome,,C0265246,T019,Disorders,anal-ear-renal-radial malformation syndrome|deafness-imperforate anus-hypoplastic thumbs syndrome|imperforate anus-hand and foot anomalies syndrome|renal-ear-anal-radial syndrome (REAR)|sensorineural deafness-imperforate anus-hypoplastic thumbs syndrome|Townes syndrome,0000986-2,Townes-Brocks Syndrome,How many people are affected by Townes-Brocks Syndrome?,"The prevalence of this condition is unknown, although one study estimated that it may affect 1 in 250,000 people. It is difficult to determine how frequently Townes-Brocks syndrome occurs because the varied signs and symptoms of this disorder overlap with those of other genetic syndromes."
frequency,4711,0000595,GHR,https://ghr.nlm.nih.gov/condition/lesch-nyhan-syndrome,,C0023374,T047,Disorders,"choreoathetosis self-mutilation syndrome|complete HPRT deficiency|complete hypoxanthine-guanine phosphoribosyltransferase deficiency|deficiency of guanine phosphoribosyltransferase|deficiency of hypoxanthine phosphoribosyltransferase|HGPRT deficiency|hypoxanthine guanine phosphoribosyltransferase deficiency|hypoxanthine phosphoribosyltransferase deficiency|juvenile gout, choreoathetosis, mental retardation syndrome|juvenile hyperuricemia syndrome|Lesch-Nyhan disease|LND|LNS|primary hyperuricemia syndrome|total HPRT deficiency|total hypoxanthine-guanine phosphoribosyl transferase deficiency|X-linked hyperuricemia|X-linked primary hyperuricemia|X-linked uric aciduria enzyme defect",0000595-2,Lesch-Nyhan syndrome,How many people are affected by Lesch-Nyhan syndrome?,"The prevalence of Lesch-Nyhan syndrome is approximately 1 in 380,000 individuals. This condition occurs with a similar frequency in all populations."
frequency,4761,0000967,GHR,https://ghr.nlm.nih.gov/condition/systemic-scleroderma,,C0036421,T047,Disorders,familial progressive scleroderma|progressive scleroderma|systemic sclerosis,0000967-2,systemic scleroderma,How many people are affected by systemic scleroderma?,"The prevalence of systemic scleroderma is estimated to range from 50 to 300 cases per 1 million people. For reasons that are unknown, women are four times more likely to develop the condition than men."
frequency,2691,0000484,GHR,https://ghr.nlm.nih.gov/condition/holocarboxylase-synthetase-deficiency,,C0268581,T047,Disorders,"Early-Onset Biotin-Responsive Multiple Carboxylase Deficiency|Early-Onset Combined Carboxylase Deficiency|HLCS deficiency|Infantile Multiple Carboxylase Deficiency|Multiple Carboxylase Deficiency, Neonatal Form",0000484-2,holocarboxylase synthetase deficiency,How many people are affected by holocarboxylase synthetase deficiency?,"The exact incidence of this condition is unknown, but it is estimated to affect 1 in 87,000 people."
frequency,5371,0000971,GHR,https://ghr.nlm.nih.gov/condition/task-specific-focal-dystonia,,C1969807,T047,Disorders,focal hand dystonia|focal task-specific dystonia|FTSD|occupational cramp|occupational dystonia|task-specific dystonia,0000971-2,task-specific focal dystonia,How many people are affected by task-specific focal dystonia?,Task-specific focal dystonia affects an estimated 7 to 69 per million people in the general population. Musician's dystonia that is severe enough to impact performance occurs in about 1 percent of musicians.
frequency,4581,0000156,GHR,https://ghr.nlm.nih.gov/condition/carpenter-syndrome,,C0085860|C0796281|C1305108|C1275078,T019|T047,Disorders,"ACPS II|acrocephalopolysyndactyly 2|acrocephalopolysyndactyly type II|acrocephalosyndactyly, type II|type II acrocephalosyndactyly",0000156-2,Carpenter syndrome,How many people are affected by Carpenter syndrome?,Carpenter syndrome is thought to be a rare condition; approximately 70 cases have been described in the scientific literature.
frequency,3101,0000323,GHR,https://ghr.nlm.nih.gov/condition/episodic-ataxia,,C1720189,T047,Disorders,EA,0000323-2,episodic ataxia,How many people are affected by episodic ataxia?,"Episodic ataxia is uncommon, affecting less than 1 in 100,000 people. Only types 1 and 2 have been identified in more than one family, and type 2 is by far the most common form of the condition."
frequency,5366,0000024,GHR,https://ghr.nlm.nih.gov/condition/adult-polyglucosan-body-disease,,C1849722,T047,Disorders,"APBD|polyglucosan body disease, adult form",0000024-2,adult polyglucosan body disease,How many people are affected by adult polyglucosan body disease?,"Adult polyglucosan body disease is a rare condition; although its exact prevalence is unknown, at least 50 affected individuals have been described in the medical literature."
